Date,Cash,Shares,Portfolio Value,Portfolio Return
2021-01-21,254.18666571661015,141.0,133859.07918280645,-0.0014954110785178054
2021-01-22,254.18666571661015,141.0,130689.84944647833,-0.023675866856965433
2021-01-25,254.18666571661015,141.0,123778.57747382208,-0.052883005083624646
2021-01-27,120670.322759765,0.0,120670.322759765,-0.025111410855521044
2021-01-28,120670.322759765,0.0,120670.322759765,0.0
2021-01-29,120670.322759765,0.0,120670.322759765,0.0
2021-02-01,120670.322759765,0.0,120670.322759765,0.0
2021-02-02,120670.322759765,0.0,120670.322759765,0.0
2021-02-03,120670.322759765,0.0,120670.322759765,0.0
2021-02-04,120670.322759765,0.0,120670.322759765,0.0
2021-02-05,120670.322759765,0.0,120670.322759765,0.0
2021-02-08,120670.322759765,0.0,120670.322759765,0.0
2021-02-09,120670.322759765,0.0,120670.322759765,0.0
2021-02-10,120670.322759765,0.0,120670.322759765,0.0
2021-02-11,120670.322759765,0.0,120670.322759765,0.0
2021-02-12,120670.322759765,0.0,120670.322759765,0.0
2021-02-15,310.2380324973492,131.0,120489.99303738018,-0.0014943999341398007
2021-02-16,310.2380324973492,131.0,122080.47088161844,0.013200082464481788
2021-02-17,310.2380324973492,131.0,123484.73107448952,0.011502742270979471
2021-02-18,310.2380324973492,131.0,122565.32439724344,-0.007445509005412743
2021-02-19,123125.86833786019,0.0,123125.86833786019,0.0045734300739088685
2021-02-22,123125.86833786019,0.0,123125.86833786019,0.0
2021-02-23,563.6640904671222,134.0,122942.23928577962,-0.00149139295064038
2021-02-24,563.6640904671222,134.0,125213.26284534993,0.018472280745523983
2021-02-25,563.6640904671222,134.0,130254.26858265462,0.04025935929431701
2021-02-26,563.6640904671222,134.0,126713.16482288898,-0.02718608609374351
2021-03-01,563.6640904671222,134.0,127674.80129749837,0.007589081023692268
2021-03-02,563.6640904671222,134.0,127934.86794788898,0.0020369458009543706
2021-03-03,563.6640904671222,134.0,133747.01980335778,0.04543055344252389
2021-03-04,563.6640904671222,134.0,132159.40932972493,-0.011870249340636074
2021-03-05,563.6640904671222,134.0,132331.7674840218,0.001304168618572188
2021-03-08,563.6640904671222,134.0,133081.74709827962,0.005667419309187238
2021-03-09,563.6640904671222,134.0,133078.69643909993,-2.292319755492489e-05
2021-03-10,563.6640904671222,134.0,132528.32644398278,-0.004135673175676313
2021-03-12,563.6640904671222,134.0,129846.05276234212,-0.020239248118585462
2021-03-15,563.6640904671222,134.0,128110.25222523276,-0.013368142505543856
2021-03-16,563.6640904671222,134.0,127608.27566273276,-0.003918316869890082
2021-03-17,563.6640904671222,134.0,124871.55630238118,-0.021446252965479307
2021-03-18,563.6640904671222,134.0,122074.34719593587,-0.022400690671875334
2021-03-19,563.6640904671222,134.0,126483.34304554526,0.036117300242717754
2021-03-22,563.6640904671222,134.0,125297.93703968587,-0.009372032532635854
2021-03-23,563.6640904671222,134.0,126815.97939808431,0.012115461708819941
2021-03-24,563.6640904671222,134.0,124384.68581898276,-0.01917182354023028
2021-03-25,563.6640904671222,134.0,121006.86184437337,-0.02715626889571554
2021-03-26,563.6640904671222,134.0,121200.39468128743,0.001599354234662842
2021-03-30,563.6640904671222,134.0,123296.03396351398,0.017290696847459097
2021-03-31,563.6640904671222,134.0,121711.45779163898,-0.012851801643059435
2021-04-01,563.6640904671222,134.0,122845.46059925618,0.009317140951170977
2021-04-05,563.6640904671222,134.0,121076.42178089681,-0.014400522491671786
2021-04-06,563.6640904671222,134.0,120574.42886097493,-0.004146083213710239
2021-04-07,563.6640904671222,134.0,121696.33535511556,0.009304680144363031
2021-04-08,563.6640904671222,134.0,121847.54336292806,0.0012425025566404901
2021-04-09,563.6640904671222,134.0,120438.35964710775,-0.011565138507741546
2021-04-12,115976.99656488576,0.0,115976.99656488576,-0.037042708778947775
2021-04-13,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-15,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-16,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-19,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-20,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-22,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-23,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-26,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-27,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-28,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-29,115976.99656488576,0.0,115976.99656488576,0.0
2021-04-30,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-03,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-04,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-05,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-06,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-07,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-10,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-11,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-12,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-14,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-17,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-18,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-19,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-20,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-21,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-24,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-25,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-26,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-27,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-28,115976.99656488576,0.0,115976.99656488576,0.0
2021-05-31,115976.99656488576,0.0,115976.99656488576,0.0
2021-06-01,115976.99656488576,0.0,115976.99656488576,0.0
2021-06-02,555.5243799459422,116.0,115804.06612799282,-0.0014910753167866053
2021-06-03,555.5243799459422,116.0,116243.85934088344,0.003797735499240007
2021-06-04,555.5243799459422,116.0,115241.23531744594,-0.008625178388970367
2021-06-07,555.5243799459422,116.0,117173.16207525844,0.01676419688222519
2021-06-08,555.5243799459422,116.0,116503.01852057094,-0.0057192580862251985
2021-06-09,555.5243799459422,116.0,114429.71676275844,-0.01779612051379098
2021-06-10,555.5243799459422,116.0,114848.58126471157,0.0036604521430525505
2021-06-11,555.5243799459422,116.0,116831.05270025844,0.017261610145427264
2021-06-14,555.5243799459422,116.0,118499.14742682094,0.014277836996317683
2021-06-15,555.5243799459422,116.0,118767.08590338344,0.0022611004583636962
2021-06-16,555.5243799459422,116.0,116749.6176416647,-0.01698676233716756
2021-06-17,555.5243799459422,116.0,116962.39522955532,0.0018225120748889267
2021-06-18,555.5243799459422,116.0,117487.78658697718,0.004491968178239825
2021-06-21,555.5243799459422,116.0,118097.23263189907,0.005187314040261626
2021-06-22,555.5243799459422,116.0,117493.04000494594,-0.005116060838075254
2021-06-23,555.5243799459422,116.0,116421.26485846157,-0.00912203094276276
2021-06-24,555.5243799459422,116.0,113697.13399908657,-0.023398911381755205
2021-06-25,555.5243799459422,116.0,111120.12008307094,-0.022665601368952126
2021-06-28,555.5243799459422,116.0,110150.79366705532,-0.008723230458093312
2021-06-29,555.5243799459422,116.0,110245.36227057094,0.0008585376497738384
2021-06-30,555.5243799459422,116.0,111445.86031744594,0.010889329239343937
2021-07-01,555.5243799459422,116.0,110778.62667486782,-0.005987065295001148
2021-07-02,555.5243799459422,116.0,112412.56710455532,0.01474959997909231
2021-07-05,555.5243799459422,116.0,113523.75704596157,0.009884926303415309
2021-07-06,555.5243799459422,116.0,112189.28268072718,-0.011755022912905422
2021-07-07,555.5243799459422,116.0,111414.33980963344,-0.006907459006571082
2021-07-08,555.5243799459422,116.0,110497.53341314907,-0.008228800691642224
2021-07-09,555.5243799459422,116.0,109373.22408697718,-0.010174972159497031
2021-07-12,555.5243799459422,116.0,110050.97164557094,0.006196649721643022
2021-07-13,555.5243799459422,116.0,110870.56856939907,0.00744743014598459
2021-07-14,555.5243799459422,116.0,110150.79366705532,-0.006492028602642308
2021-07-15,555.5243799459422,116.0,109959.0297510397,-0.001740921782145688
2021-07-16,555.5243799459422,116.0,111537.80221197718,0.014357824587139412
2021-07-19,555.5243799459422,116.0,110831.16793463344,-0.006335379246587447
2021-07-20,555.5243799459422,116.0,110560.58858893032,-0.0024413651028446504
2021-07-22,111806.79242310024,0.0,111806.79242310024,0.011271682342460787
2021-07-23,111806.79242310024,0.0,111806.79242310024,0.0
2021-07-26,111806.79242310024,0.0,111806.79242310024,0.0
2021-07-27,111806.79242310024,0.0,111806.79242310024,0.0
2021-07-28,111806.79242310024,0.0,111806.79242310024,0.0
2021-07-29,111806.79242310024,0.0,111806.79242310024,0.0
2021-07-30,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-02,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-03,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-04,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-05,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-06,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-09,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-10,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-11,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-12,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-13,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-16,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-17,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-18,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-20,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-23,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-24,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-25,111806.79242310024,0.0,111806.79242310024,0.0
2021-08-26,516.8623796938627,110.0,111640.0520769595,-0.0014913257283131198
2021-08-27,516.8623796938627,110.0,111488.08369317043,-0.0013612353359018226
2021-08-30,516.8623796938627,110.0,113622.89875664699,0.019148369877374893
2021-08-31,516.8623796938627,110.0,113020.0941912173,-0.005305308806816789
2021-09-01,516.8623796938627,110.0,113465.99568047511,0.003945329301384248
2021-09-02,516.8623796938627,110.0,114826.11775078761,0.011987045653242712
2021-09-03,516.8623796938627,110.0,119514.26350274074,0.0408282178635353
2021-09-06,516.8623796938627,110.0,121362.63142266261,0.015465667994343457
2021-09-07,516.8623796938627,110.0,122124.87019219386,0.006280671081336786
2021-09-08,516.8623796938627,110.0,121649.08528008449,-0.0038958887846562984
2021-09-09,516.8623796938627,110.0,121362.63142266261,-0.0023547555393642616
2021-09-13,516.8623796938627,110.0,118669.79328789699,-0.022188363116381615
2021-09-14,516.8623796938627,110.0,118515.33405938136,-0.0013015884180476167
2021-09-15,516.8623796938627,110.0,119006.07746758449,0.00414075876423925
2021-09-16,516.8623796938627,110.0,121492.15534844386,0.02089034386950983
2021-09-17,516.8623796938627,110.0,119616.35456719386,-0.015439686421482413
2021-09-20,516.8623796938627,110.0,119805.71247735011,0.001583043646844029
2021-09-21,516.8623796938627,110.0,120321.36433281886,0.004304067350429763
2021-09-22,516.8623796938627,110.0,121606.72077813136,0.010682695067827597
2021-09-23,516.8623796938627,110.0,124566.08601250636,0.024335540136587452
2021-09-24,516.8623796938627,110.0,124207.37751641261,-0.0028796641812903756
2021-09-27,516.8623796938627,110.0,126287.40070977199,0.016746373967073902
2021-09-28,516.8623796938627,110.0,127463.17341485011,0.009310293017909421
2021-09-29,516.8623796938627,110.0,126456.81843438136,-0.007895260674182336
2021-09-30,516.8623796938627,110.0,126028.32600274074,-0.0033884486178415996
2021-10-01,516.8623796938627,110.0,126250.04475274074,0.0017592771167584953
2021-10-04,516.8623796938627,110.0,127866.71711602199,0.012805321110558765
2021-10-05,516.8623796938627,110.0,130509.73835625636,0.020670126674451117
2021-10-06,516.8623796938627,110.0,128051.07990899074,-0.0188388887927593
2021-10-07,516.8623796938627,110.0,128676.32893242824,0.004882809452929848
2021-10-08,516.8623796938627,110.0,133601.1519304751,0.03827295228971783
2021-10-11,516.8623796938627,110.0,132674.45027031886,-0.006936329865168345
2021-10-12,516.8623796938627,110.0,133429.236647272,0.005689010773478165
2021-10-13,516.8623796938627,110.0,134781.90632500636,0.01013773076818425
2021-10-14,516.8623796938627,110.0,135053.41511406886,0.0020144305453566602
2021-10-18,516.8623796938627,110.0,135412.1236101626,0.0026560490587430596
2021-10-19,516.8623796938627,110.0,136620.27058281886,0.008922000042879352
2021-10-20,516.8623796938627,110.0,135053.41511406886,-0.011468689544134492
2021-10-21,516.8623796938627,110.0,131172.3567644595,-0.028737209987110268
2021-10-22,516.8623796938627,110.0,131416.472975397,0.0018610339629396844
2021-10-25,516.8623796938627,110.0,130141.06648125636,-0.009705073232176953
2021-10-26,516.8623796938627,110.0,133092.9524675845,0.022682202214419966
2021-10-27,516.8623796938627,110.0,131416.472975397,-0.012596305522606932
2021-10-28,516.8623796938627,110.0,129981.61213555324,-0.010918424512217584
2021-10-29,516.8623796938627,110.0,126875.29377617824,-0.02389813688520448
2021-11-01,516.8623796938627,110.0,126952.53010430324,0.0006087578268882954
2021-11-02,516.8623796938627,110.0,125109.15730156886,-0.014520173810005033
2021-11-03,516.8623796938627,110.0,124252.23957695949,-0.006849360535167048
2021-11-04,516.8623796938627,110.0,125011.99421563136,0.006114615247649446
2021-11-08,516.8623796938627,110.0,125166.45344414699,0.0012355552719940377
2021-11-09,516.8623796938627,110.0,126150.41096367824,0.007861191976413329
2021-11-10,516.8623796938627,110.0,127555.35481133449,0.011137053275718456
2021-11-11,516.8623796938627,110.0,127787.03694024074,0.00181632616873606
2021-11-12,516.8623796938627,110.0,129707.61921563136,0.015029554807572287
2021-11-15,516.8623796938627,110.0,128945.35359063136,-0.005876799139553857
2021-11-16,516.8623796938627,110.0,125961.07990899074,-0.023143708544279384
2021-11-17,516.8623796938627,110.0,123275.73445000636,-0.021318850719004523
2021-11-18,516.8623796938627,110.0,123739.05842461574,0.0037584361324349835
2021-11-22,516.8623796938627,110.0,118281.19465508449,-0.04410784952639901
2021-11-23,119203.97656639859,0.0,119203.97656639859,0.00780159444622619
2021-11-24,119203.97656639859,0.0,119203.97656639859,0.0
2021-11-25,119203.97656639859,0.0,119203.97656639859,0.0
2021-11-26,119203.97656639859,0.0,119203.97656639859,0.0
2021-11-29,119203.97656639859,0.0,119203.97656639859,0.0
2021-11-30,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-01,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-02,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-03,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-06,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-07,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-08,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-09,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-10,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-13,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-14,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-15,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-16,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-17,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-20,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-21,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-22,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-23,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-24,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-27,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-28,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-29,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-30,119203.97656639859,0.0,119203.97656639859,0.0
2021-12-31,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-03,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-04,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-05,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-06,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-07,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-10,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-11,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-12,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-13,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-14,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-17,119203.97656639859,0.0,119203.97656639859,0.0
2022-01-18,240.23207745376567,104.0,119025.73891339127,-0.0014952324422502494
2022-01-19,240.23207745376567,104.0,119016.30629620377,-7.924854971375073e-05
2022-01-20,240.23207745376567,104.0,116936.71254620377,-0.017473183420970706
2022-01-21,240.23207745376567,104.0,116955.55238995377,0.00016111145370678592
2022-01-24,240.23207745376567,104.0,112247.55922589127,-0.04025455027876823
2022-01-25,240.23207745376567,104.0,112028.52699932877,-0.0019513317534299857
2022-01-27,240.23207745376567,104.0,110372.84242901627,-0.014779133624799212
2022-01-28,240.23207745376567,104.0,110266.84926495377,-0.0009603192391340887
2022-01-31,240.23207745376567,104.0,112657.37660870377,0.02167947447202323
2022-02-01,240.23207745376567,104.0,112285.23891339127,-0.0033032696705255216
2022-02-02,240.23207745376567,104.0,112513.69106182877,0.0020345697319459344
2022-02-03,240.23207745376567,104.0,111062.90883526627,-0.012894272802456253
2022-02-04,240.23207745376567,104.0,110052.52699932877,-0.009097383154588079
2022-02-07,240.23207745376567,104.0,109383.67446026627,-0.006077575475087249
2022-02-08,240.23207745376567,104.0,111218.35024151627,0.016772848327713197
2022-02-09,240.23207745376567,104.0,112511.34242901627,0.011625709109083227
2022-02-10,240.23207745376567,104.0,112395.94203839127,-0.0010256778395281163
2022-02-11,240.23207745376567,104.0,112176.89711651627,-0.001948868597054676
2022-02-14,110228.855284236,0.0,110228.855284236,-0.017365802427721566
2022-02-15,110228.855284236,0.0,110228.855284236,0.0
2022-02-16,110228.855284236,0.0,110228.855284236,0.0
2022-02-17,110228.855284236,0.0,110228.855284236,0.0
2022-02-18,110228.855284236,0.0,110228.855284236,0.0
2022-02-21,110228.855284236,0.0,110228.855284236,0.0
2022-02-22,110228.855284236,0.0,110228.855284236,0.0
2022-02-23,110228.855284236,0.0,110228.855284236,0.0
2022-02-24,110228.855284236,0.0,110228.855284236,0.0
2022-02-25,110228.855284236,0.0,110228.855284236,0.0
2022-02-28,110228.855284236,0.0,110228.855284236,0.0
2022-03-02,110228.855284236,0.0,110228.855284236,0.0
2022-03-03,110228.855284236,0.0,110228.855284236,0.0
2022-03-04,110228.855284236,0.0,110228.855284236,0.0
2022-03-07,110228.855284236,0.0,110228.855284236,0.0
2022-03-08,110228.855284236,0.0,110228.855284236,0.0
2022-03-09,110228.855284236,0.0,110228.855284236,0.0
2022-03-10,110228.855284236,0.0,110228.855284236,0.0
2022-03-11,110228.855284236,0.0,110228.855284236,0.0
2022-03-14,110228.855284236,0.0,110228.855284236,0.0
2022-03-15,110228.855284236,0.0,110228.855284236,0.0
2022-03-16,110228.855284236,0.0,110228.855284236,0.0
2022-03-17,110228.855284236,0.0,110228.855284236,0.0
2022-03-21,110228.855284236,0.0,110228.855284236,0.0
2022-03-22,110228.855284236,0.0,110228.855284236,0.0
2022-03-23,110228.855284236,0.0,110228.855284236,0.0
2022-03-24,110228.855284236,0.0,110228.855284236,0.0
2022-03-25,110228.855284236,0.0,110228.855284236,0.0
2022-03-28,812.3275283002149,92.0,110064.92176658146,-0.001487210560536134
2022-03-29,812.3275283002149,92.0,110089.93202048771,0.00022723183285666693
2022-03-30,812.3275283002149,92.0,112190.01844626896,0.019076098851531942
2022-03-31,812.3275283002149,92.0,110598.27918845646,-0.014187886586138898
2022-04-01,812.3275283002149,92.0,111477.47889548771,0.00794948812479368
2022-04-04,812.3275283002149,92.0,111804.57752830021,0.0029342126863054485
2022-04-05,812.3275283002149,92.0,110235.74842673771,-0.014031886137805039
2022-04-06,812.3275283002149,92.0,109944.07069236271,-0.002645945063536659
2022-04-07,812.3275283002149,92.0,108018.99989158146,-0.017509546341683446
2022-04-08,812.3275283002149,92.0,109802.40955955021,0.016510147934703623
2022-04-11,812.3275283002149,92.0,109575.30702048771,-0.002068283746900268
2022-04-12,812.3275283002149,92.0,107527.31873923771,-0.018690235390963372
2022-04-13,812.3275283002149,92.0,107135.62245017521,-0.0036427606831004322
2022-04-18,812.3275283002149,92.0,106810.61268455021,-0.0030336293213413246
2022-04-19,812.3275283002149,92.0,110850.36952048771,0.03782168020951571
2022-04-20,812.3275283002149,92.0,114085.91248923771,0.029188382345915365
2022-04-21,812.3275283002149,92.0,116738.12245017521,0.023247479930422532
2022-04-22,812.3275283002149,92.0,115767.23719626896,-0.008316779759076853
2022-04-25,812.3275283002149,92.0,113108.80555564396,-0.02296359233414169
2022-04-26,812.3275283002149,92.0,116469.35487205021,0.029710766548171508
2022-04-27,812.3275283002149,92.0,116581.86170798771,0.0009659780125088613
2022-04-28,812.3275283002149,92.0,118311.10682517521,0.01483288302187935
2022-04-29,812.3275283002149,92.0,117077.70936423771,-0.010425035265370752
2022-05-02,812.3275283002149,92.0,116669.36952048771,-0.00348776762004821
2022-05-04,812.3275283002149,92.0,113052.54090720646,-0.031000669911446788
2022-05-05,812.3275283002149,92.0,110854.53602439396,-0.019442330664789065
2022-05-06,812.3275283002149,92.0,110010.74598533146,-0.007611687075004481
2022-05-09,812.3275283002149,92.0,105745.98670798771,-0.03876675173089361
2022-05-10,812.3275283002149,92.0,103927.15614158146,-0.017199996170340293
2022-05-11,812.3275283002149,92.0,102870.86317283146,-0.010163782094749108
2022-05-12,812.3275283002149,92.0,100791.59803611271,-0.020212381548946556
2022-05-13,812.3275283002149,92.0,101924.97694236271,0.011244775639373428
2022-05-16,812.3275283002149,92.0,101949.97596580021,0.0002452688652716528
2022-05-17,812.3275283002149,92.0,106198.08045798771,0.041668518819587996
2022-05-18,812.3275283002149,92.0,106581.43250876896,0.0036097832383412687
2022-05-19,812.3275283002149,92.0,104143.82557517521,-0.022870840410154858
2022-05-20,812.3275283002149,92.0,110169.07313376896,0.057855062701191784
2022-05-23,812.3275283002149,92.0,109437.81239158146,-0.006637622713768221
2022-05-24,812.3275283002149,92.0,109810.73133689396,0.0034075877172887736
2022-05-25,812.3275283002149,92.0,109650.32655173771,-0.0014607387019774931
2022-05-26,108451.13046099579,0.0,108451.13046099579,-0.010936548284478653
2022-05-27,108451.13046099579,0.0,108451.13046099579,0.0
2022-05-30,108451.13046099579,0.0,108451.13046099579,0.0
2022-05-31,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-01,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-02,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-03,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-06,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-07,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-08,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-09,108451.13046099579,0.0,108451.13046099579,0.0
2022-06-10,107.54275903680536,88.0,108288.8044777868,-0.0014967661703384483
2022-06-13,107.54275903680536,88.0,106242.1599465368,-0.018899871885369568
2022-06-14,107.54275903680536,88.0,104855.1286965368,-0.013055375104365163
2022-06-15,107.54275903680536,88.0,103587.6902199743,-0.012087520108154393
2022-06-16,107.54275903680536,88.0,102140.8786965368,-0.01396702176064657
2022-06-17,107.54275903680536,88.0,103336.5915871618,0.011706506796142824
2022-06-20,107.54275903680536,88.0,101465.3240090368,-0.018108470091609652
2022-06-21,107.54275903680536,88.0,103101.4343605993,0.016124822618383217
2022-06-22,107.54275903680536,88.0,99972.6863137243,-0.03034630959577289
2022-06-23,107.54275903680536,88.0,98352.4958840368,-0.016206330843238304
2022-06-24,107.54275903680536,88.0,99751.4831887243,0.014224217617588408
2022-06-27,107.54275903680536,88.0,99456.5242043493,-0.0029569383326055743
2022-06-28,107.54275903680536,88.0,100853.5134621618,0.014046230440772023
2022-06-29,107.54275903680536,88.0,102943.9968605993,0.02072791841031707
2022-06-30,103406.66116096552,0.0,103406.66116096552,0.004494330067567942
2022-07-01,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-04,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-05,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-06,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-07,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-08,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-11,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-12,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-13,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-14,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-15,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-18,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-19,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-20,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-21,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-22,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-25,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-26,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-27,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-28,103406.66116096552,0.0,103406.66116096552,0.0
2022-07-29,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-01,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-02,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-03,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-04,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-05,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-08,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-10,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-11,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-12,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-16,103406.66116096552,0.0,103406.66116096552,0.0
2022-08-17,649.6950901732926,85.0,103252.70534407954,-0.0014888384863942505
2022-08-18,649.6950901732926,85.0,103438.77773177486,0.0018021066574018807
2022-08-19,649.6950901732926,85.0,101606.07936751704,-0.01771771094405372
2022-08-22,649.6950901732926,85.0,101326.05251204829,-0.0027560049281684096
2022-08-23,649.6950901732926,85.0,102878.72402083736,0.015323517203085002
2022-08-24,649.6950901732926,85.0,102606.42726790767,-0.002646774204494773
2022-08-25,649.6950901732926,85.0,102309.02065169673,-0.0028985183884669974
2022-08-26,649.6950901732926,85.0,101766.35707747798,-0.005304161556449749
2022-08-29,649.6950901732926,85.0,100980.3768528686,-0.007723379780716577
2022-08-30,649.6950901732926,85.0,102536.90822493892,0.015414196506101652
2022-09-01,649.6950901732926,85.0,99541.64394271236,-0.029211572048337353
2022-09-02,649.6950901732926,85.0,98386.7977513061,-0.01160163872791653
2022-09-05,649.6950901732926,85.0,99904.70973861079,0.015428004793301087
2022-09-06,649.6950901732926,85.0,100949.47719466548,0.01045763967272606
2022-09-07,649.6950901732926,85.0,100366.25392806392,-0.005777377781530313
2022-09-08,649.6950901732926,85.0,100507.22194564204,0.001404536007482804
2022-09-09,649.6950901732926,85.0,99885.38967025142,-0.006186941230222565
2022-09-12,649.6950901732926,85.0,100995.82668197017,0.011117111475307917
2022-09-13,649.6950901732926,85.0,101833.95656478267,0.008298658571821216
2022-09-14,649.6950901732926,85.0,100621.17092025142,-0.011909442443785667
2022-09-15,649.6950901732926,85.0,99630.47267806392,-0.009845823032338719
