Date,Cash,Shares,Portfolio Value,Portfolio Return
2020-12-08,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-09,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-10,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-11,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-14,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-15,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-16,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-17,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-18,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-21,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-22,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-23,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-24,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-28,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-29,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-30,138412.62243328887,0.0,138412.62243328887,0.0
2020-12-31,138412.62243328887,0.0,138412.62243328887,0.0
2021-01-01,138412.62243328887,0.0,138412.62243328887,0.0
2021-01-04,726.7948334116663,153.0,138206.33438419292,-0.0014903846590680336
2021-01-05,726.7948334116663,153.0,136497.19626163432,-0.012366568653846555
2021-01-06,726.7948334116663,153.0,132916.65634464214,-0.026231600465471128
2021-01-07,726.7948334116663,153.0,132702.60202335307,-0.0016104401598400209
2021-01-08,134059.55332402835,0.0,134059.55332402835,0.01022550635771613
2021-01-11,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-12,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-13,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-14,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-15,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-18,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-19,134059.55332402835,0.0,134059.55332402835,0.0
2021-01-20,134059.55332402835,0.0,134059.55332402835,0.0
