Date,Adj Close,Close,High,Low,Open,Volume,Returns,MA50,SMA20,SMA50,SMA200,Signal,Position
2020-02-17,658.2561645507812,675.80615234375,688.5610961914062,674.0003662109375,680.720703125,13149130,-0.006285310239928,,654.1305755615234,,,0,0
2020-02-18,653.4247436523438,670.8458862304688,674.7318115234375,666.2742309570312,674.7318115234375,11127161,-0.0073397275386469,,652.6499664306641,,,0,0
2020-02-19,669.6334228515625,687.4867553710938,688.6982421875,674.3660888671875,676.3090209960938,14084409,0.0248057321928454,,651.9920379638672,,,0,0
2020-02-20,661.6849975585938,679.3263549804688,689.4068603515625,678.3434448242188,684.3780517578125,16892268,-0.0118698156658926,,651.081411743164,,,0,0
2020-02-24,643.427978515625,660.58251953125,675.2346801757812,658.1138305664062,671.9202270507812,21370214,-0.0275917077012949,,649.3759368896484,,,0,0
2020-02-25,630.7147216796875,647.5304565429688,663.53125,644.6045532226562,663.53125,27745062,-0.0197586322952053,,647.3687683105469,,,0,0
2020-02-26,619.8495483398438,636.3755493164062,645.6788940429688,634.249755859375,644.6045532226562,29362748,-0.0172267634896933,,645.5931549072266,,,0,0
2020-02-27,617.2891845703125,633.7468872070312,637.198486328125,625.8607177734375,634.546875,25054993,-0.0041306213360786,,643.5091766357422,,,0,0
2020-02-28,591.64013671875,607.4140625,620.374755859375,605.7454223632812,619.4146728515625,39315769,-0.0415511052075479,,640.9465057373047,,,0,0
2020-03-02,586.0740356445312,601.6995239257812,625.8607177734375,594.8191528320312,619.506103515625,29500495,-0.0094079166181801,,638.8202239990235,,,0,0
2020-03-03,597.9634399414062,613.9058227539062,618.95751953125,604.3739013671875,607.8941040039062,27398798,0.0202865228175477,,637.8706359863281,,,0,0
2020-03-04,596.5606689453125,612.4657592773438,618.9118041992188,597.9278564453125,618.0889282226562,22105261,-0.0023459143191617,,635.940283203125,,,0,0
2020-03-05,583.8475952148438,599.4136962890625,620.80908203125,597.0592651367188,618.1803588867188,30510390,-0.0213106133076872,,632.8822296142578,,,0,0
2020-03-06,565.968994140625,581.0584106445312,588.8988647460938,567.38916015625,580.6012573242188,33734039,-0.0306220342787226,,628.7231811523437,,,0,0
2020-03-09,496.1245727539063,509.3518981933594,567.3434448242188,500.59716796875,566.9091186523438,88187018,-0.1234067980928379,,621.6096038818359,,,0,0
2020-03-11,513.669189453125,527.3642578125,538.7476806640625,506.5403137207031,506.5403137207031,59578576,0.0353633294191242,,615.3298461914062,,,0,0
2020-03-12,473.3477783203125,485.96783447265625,503.3401489257813,479.4303588867188,496.0255126953125,55970485,-0.0784968457534711,642.842802734375,606.6521759033203,642.842802734375,,0,0
2020-03-13,492.1837463378906,505.3059692382813,521.1696166992188,430.8335876464844,456.25201416015625,73297403,0.039793084240129,639.2421551513672,598.525553894043,639.2421551513672,,0,0
2020-03-16,452.2853088378906,464.3438720703125,493.6025085449219,459.4521789550781,484.8477783203125,38482258,-0.0810641102979642,634.6146557617187,588.3182952880859,634.6146557617187,,0,0
2020-03-17,448.8565979003906,460.8236999511719,484.5963439941406,458.6293029785156,478.7674560546875,45445979,-0.0075808585211617,629.9021087646485,577.6401412963867,629.9021087646485,,0,0
2020-03-18,431.2674865722656,442.765625,473.5786437988281,439.3368835449219,468.732666015625,44730415,-0.0391864827439349,625.1552709960938,566.2907073974609,625.1552709960938,,0,0
2020-03-19,408.64654541015625,419.5415649414063,442.0798645019531,407.8838195800781,420.6387634277344,61404010,-0.0524522294548603,619.7502880859375,554.0517974853516,619.7502880859375,,0,0
2020-03-20,453.2872619628906,465.37249755859375,473.1214599609375,425.1647033691406,429.5077819824219,63360475,0.1092404109471394,615.340092163086,543.234489440918,615.340092163086,,0,0
2020-03-23,393.6624145507813,404.1579284667969,434.30804443359375,400.3177185058594,418.8558044433594,40670949,-0.1315387667279973,609.4270306396485,529.8333602905274,609.4270306396485,,0,0
2020-03-24,420.090576171875,431.2907409667969,443.4513549804688,409.5296325683594,425.1647033691406,45734887,0.06713407387711,604.0456512451171,518.6664901733399,604.0456512451171,,0,0
2020-03-25,481.9197082519531,494.7682800292969,526.4498901367188,440.3655090332031,440.616943359375,73130298,0.1471804786565398,599.9360327148438,511.22673950195315,599.9360327148438,,0,0
2020-03-26,474.7726745605469,487.4307556152344,510.6091003417969,476.52734375,500.962890625,45744488,-0.0148303411730771,595.8108270263672,503.97289581298827,595.8108270263672,,0,0
2020-03-27,474.5055236816406,487.1564636230469,506.2203063964844,478.2874450683594,500.59716796875,41657940,-0.00056269219612,591.7297033691407,496.8337127685547,591.7297033691407,,0,0
2020-03-30,458.8534240722656,471.0870666503906,491.3623962402344,466.3096923828125,475.7273254394531,30229866,-0.0329861273013892,587.2104132080078,490.19437713623046,587.2104132080078,,0,0
2020-03-31,495.9464721679688,509.1690368652344,516.5065307617188,479.1103515625,490.9738159179688,44292810,0.0808385557342192,583.0491400146484,485.68799896240233,583.0491400146484,,0,0
2020-04-01,481.1181335449219,493.9454040527344,514.1292724609375,477.8302917480469,513.054931640625,41597459,-0.0298990706763709,579.0245678710937,479.8457336425781,579.0245678710937,,0,0
2020-04-03,479.78228759765625,492.5738830566406,518.6323852539062,482.9048156738281,518.6323852539062,41367807,-0.0027765445825601,574.9594750976562,474.00681457519534,574.9594750976562,,0,0
2020-04-07,537.0693359375,551.3883666992188,554.9999389648438,502.8829956054688,503.8430480957031,54373624,0.1194021743209587,572.0450219726563,471.66790161132815,572.0450219726563,,0,0
2020-04-08,530.8574829101562,545.0108642578125,561.8574829101562,530.31298828125,539.456298828125,49880330,-0.0115662031169596,569.0642211914062,469.9123260498047,569.0642211914062,,0,0
2020-04-09,543.2366943359375,557.7200927734375,563.5946655273438,545.3994750976562,554.9999389648438,33032857,0.0233192746157,566.3782055664062,472.26793212890624,566.3782055664062,,0,0
2020-04-13,529.5216064453125,543.639404296875,555.4571533203125,539.456298828125,550.4054565429688,23673784,-0.0252469835591474,563.5514758300782,473.0605529785156,563.5514758300782,,0,0
2020-04-15,512.021484375,525.6727294921875,565.0576171875,522.5411376953125,547.2509765625,35321842,-0.0330489291792852,560.6846691894531,474.99423828125,560.6846691894531,,0,0
2020-04-16,520.1259155273438,533.9931640625,542.8621826171875,523.4555053710938,525.6727294921875,37455706,0.0158283029123991,557.9078125,476.39134674072267,557.9078125,,0,0
2020-04-17,545.0401611328125,559.5715942382812,562.3146362304688,545.2394409179688,555.914306640625,33269335,0.0479004119227721,555.9507446289062,481.0290893554687,555.9507446289062,,0,0
2020-04-20,553.8569946289062,568.62353515625,574.6580810546875,549.5139770507812,560.4859619140625,36030932,0.0161764840920508,554.4558911132813,486.2791091918945,554.4558911132813,,0,0
2020-04-21,550.98486328125,565.6748046875,572.3722534179688,532.1416625976562,553.1712646484375,61371628,-0.0051856912082163,553.136484375,492.2649780273438,553.136484375,,0,0
2020-04-22,607.2031860351562,623.3920288085938,633.1296997070312,594.3162841796875,603.4595947265625,142683366,0.1020324268422046,552.5771936035156,502.19281005859375,552.5771936035156,,0,0
2020-04-23,610.453857421875,626.7293701171875,633.5640258789062,618.6832275390625,625.1064453125,65464502,0.0053535150366132,551.8860974121094,510.05113983154297,551.8860974121094,,0,0
2020-04-24,630.9819946289062,647.8047485351562,683.4408569335938,615.89453125,617.2431640625,134986308,0.0336276640035129,551.5227380371093,521.9171188354492,551.5227380371093,,0,0
2020-04-27,636.659423828125,653.6336059570312,674.3203735351562,650.5477294921875,655.5765380859375,58482901,0.00899776736507,551.4880041503907,532.7455612182617,551.4880041503907,,0,0
2020-04-28,635.9469604492188,652.9021606445312,665.3827514648438,636.4441528320312,662.8912353515625,78453401,-0.001119065158295,551.4216564941406,540.446923828125,551.4216564941406,,0,0
2020-04-29,635.4126586914062,652.353515625,664.5598754882812,649.1762084960938,660.5596923828125,37494672,-0.0008401671696568,551.1918859863281,548.478923034668,551.1918859863281,,0,0
2020-04-30,652.8013305664062,670.2058715820312,683.4408569335938,657.4281005859375,664.697021484375,71345899,0.0273659513029074,551.1535888671875,557.3937133789062,551.1535888671875,,1,1
2020-05-04,639.0863037109375,656.1251831054688,669.7487182617188,648.0104370117188,658.319580078125,53456868,-0.0210094958654095,550.8067053222657,566.4053573608398,550.8067053222657,,0,1
2020-05-05,650.4190673828125,667.760009765625,676.1490478515625,661.6111450195312,664.582763671875,44903763,0.0177327594192988,550.5666931152343,574.128987121582,550.5666931152343,,0,1
2020-05-06,650.4635009765625,667.8057861328125,678.8692016601562,660.833984375,669.2915649414062,40489094,6.831533080475793e-05,550.41083984375,582.5962554931641,550.41083984375,,0,1
2020-05-07,671.0360717773438,688.9268188476562,691.9898681640625,660.6054077148438,665.1770629882812,50026966,0.0316275559964471,550.76306640625,592.1589447021485,550.76306640625,,0,1
2020-05-08,695.4605712890625,714.00244140625,722.277099609375,702.7103881835938,706.322021484375,84262770,0.036398191600977,551.279609375,600.0785064697266,551.279609375,,0,1
2020-05-11,702.1400146484375,720.8599243164062,738.3236694335938,718.8026733398438,722.3228149414062,67085063,0.0096043451420897,552.0887097167969,608.6426330566406,552.0887097167969,,0,1
2020-05-12,658.7014770507812,676.2633056640625,716.9968872070312,669.7487182617188,715.3739013671875,100683202,-0.0618659194625248,552.3941796875,614.4158721923828,552.3941796875,,0,1
2020-05-13,672.6770629882812,690.6114501953125,704.7102661132812,671.020751953125,704.7102661132812,66430125,0.0212168735374227,553.2334265136719,621.5736450195312,553.2334265136719,,0,1
2020-05-14,645.4812622070312,662.690673828125,690.726806640625,659.9678344726562,677.9432373046875,49266771,-0.0404292078288446,553.7460607910157,628.2466339111328,553.7460607910157,,0,1
2020-05-15,656.0224609375,673.5128784179688,676.8818359375,653.0684204101562,666.40576171875,62152260,0.0163307586875973,554.5207263183594,635.0414611816407,554.5207263183594,,0,1
2020-05-18,647.6390380859375,664.9058837890625,683.9427490234375,659.0217895507812,678.40478515625,62796089,-0.0127791704564231,555.6407043457032,640.1714050292969,555.6407043457032,,0,1
2020-05-19,633.3218994140625,650.2070922851562,674.5743408203125,647.5996704101562,672.4052734375,42315854,-0.0221066640982429,556.5856616210938,644.1446502685546,556.5856616210938,,0,1
2020-05-20,644.4699096679688,661.65234375,667.7210693359375,642.8692626953125,650.7147827148438,55320985,0.0176024392401719,557.515791015625,648.8189025878906,557.515791015625,,0,1
2020-05-21,647.86376953125,665.1366577148438,674.4589233398438,657.6372680664062,662.2522583007812,39167981,0.0052661261796222,558.5418530273438,650.8519317626954,558.5418530273438,,0,1
2020-05-22,643.5035400390625,660.6600952148438,672.8667602539062,658.3295288085938,670.0054931640625,37828973,-0.0067301641135794,559.7349719238281,652.5044158935547,559.7349719238281,,0,1
2020-05-26,640.1320190429688,657.1988525390625,669.0363159179688,653.6221923828125,668.3209838867188,33216635,-0.0052393200445938,561.218232421875,652.9619171142579,561.218232421875,,0,1
2020-05-27,649.796630859375,667.12109375,671.020751953125,651.6377563476562,660.40625,35667956,0.0150978415840772,564.2916735839843,653.6187774658204,564.2916735839843,,0,1
2020-05-28,661.7986450195312,679.443115234375,682.9043579101562,668.7132568359375,671.4822387695312,40126278,0.0184704161120121,567.2542626953125,654.9113616943359,567.2542626953125,,0,1
2020-05-29,658.2699584960938,675.8203735351562,679.3277587890625,670.3977661132812,677.4817504882812,40022527,-0.0053319639591183,570.9527062988282,656.0542266845703,570.9527062988282,,0,1
2020-06-01,683.4204711914062,701.6412963867188,709.9483032226562,681.1506958007812,683.019775390625,39943702,0.0382069884409919,574.7774407958984,657.5851837158203,574.7774407958984,,0,1
2020-06-02,690.3203735351562,708.7252807617188,710.7097778320312,701.8489379882812,704.248779296875,22153960,0.0100961306173947,579.5381420898437,660.1468872070312,579.5381420898437,,0,1
2020-06-03,692.9951171875,711.4712524414062,719.9397583007812,707.6407470703125,713.0172729492188,25381289,0.0038746410433263,584.420912475586,662.2756896972656,584.420912475586,,0,1
2020-06-04,710.1441040039062,729.0774536132812,733.5540161132812,711.1712646484375,712.5557250976562,34202350,0.0247461870813821,589.9984448242187,665.2597198486328,589.9984448242187,,0,1
2020-06-05,710.9981689453125,729.9542846679688,746.7067260742188,726.2622680664062,736.0922241210938,33076685,0.0012026642713653,596.0454772949219,667.2578247070312,596.0454772949219,,0,1
2020-06-08,705.5140991210938,724.323974609375,746.891357421875,722.2472534179688,746.891357421875,31414953,-0.0077131982384057,601.0900140380859,667.7605010986329,601.0900140380859,,0,1
2020-06-09,690.9722290039062,709.3944702148438,730.5542602539062,707.479248046875,720.0781860351562,25857161,-0.0206117356624102,607.0362103271484,667.2021118164063,607.0362103271484,,0,1
2020-06-10,706.7052612304688,725.5469970703125,728.9620971679688,710.7328491210938,712.140380859375,22132647,0.0227694132501432,612.7685040283203,669.6023010253906,612.7685040283203,,0,1
2020-06-11,691.2195434570312,709.6483154296875,723.608642578125,706.5562744140625,722.708740234375,20385805,-0.0219125548131264,616.9545007324218,670.5294250488281,616.9545007324218,,0,1
2020-06-12,714.189697265625,733.23095703125,735.1692504882812,690.865234375,692.249755859375,38548899,0.0332313431036859,621.7428411865235,673.9648468017579,621.7428411865235,,0,1
2020-06-15,725.7647094726562,745.1145629882812,750.837158203125,720.4473876953125,722.2472534179688,53107403,0.016207195723136,626.7680249023438,677.4519592285156,626.7680249023438,,0,1
2020-06-16,727.1807250976562,746.5682983398438,760.8055419921875,731.6156616210938,758.2442626953125,51187003,0.0019510670696964,632.1345709228516,681.4290435791015,632.1345709228516,,0,1
2020-06-17,726.1243896484375,745.4837646484375,754.7598876953125,739.368896484375,742.2070922851562,41782053,-0.0014526450066135,636.7381292724609,686.0691680908203,636.7381292724609,,0,1
2020-06-18,744.3522338867188,764.1975708007812,768.397216796875,740.984130859375,741.6302490234375,40471557,0.0251029224443299,642.0028112792969,691.0632843017578,642.0028112792969,,0,1
2020-06-19,790.8770751953125,811.9628295898438,825.5308837890625,767.0127563476562,770.7047119140625,105804173,0.062503797517553,648.22470703125,698.2139495849609,648.22470703125,,0,1
2020-06-22,784.9210205078125,805.8479614257812,832.6380004882812,800.7022094726562,818.423828125,60198705,-0.0075309487078369,653.1817407226563,705.2848236083985,653.1817407226563,,0,1
2020-06-23,773.5706787109375,794.195068359375,813.9703369140625,791.9798583984375,807.6246948242188,37962078,-0.0144604890177763,658.0360046386719,711.9567565917969,658.0360046386719,,0,1
2020-06-24,776.6947631835938,797.4024658203125,818.1007690429688,789.9492797851562,801.1175537109375,51586221,0.0040385249320231,662.705166015625,718.3016632080078,662.705166015625,,0,1
2020-06-25,772.2220458984375,792.810546875,807.1632080078125,790.572265625,797.0101928710938,39679374,-0.0057586551334826,667.5591748046875,723.8228332519532,667.5591748046875,,0,1
2020-06-26,782.8980712890625,803.7711791992188,808.5477294921875,792.3952026367188,797.8409423828125,30921913,0.0138250720078887,672.9767065429687,730.0542388916016,672.9767065429687,,0,1
2020-06-29,774.5820922851562,795.2334594726562,802.8943481445312,791.72607421875,797.4948120117188,25621946,-0.0106220455878933,678.065830078125,734.6123199462891,678.065830078125,,0,1
2020-06-30,766.0188598632812,786.44189453125,803.47119140625,782.4960327148438,801.625244140625,30276420,-0.0110552935668987,682.4854040527343,738.3972442626953,682.4854040527343,,0,1
2020-07-01,781.0775756835938,801.902099609375,807.1632080078125,788.2647705078125,793.7797241210938,28464103,0.0196584139233859,687.0298156738281,742.8013671875,687.0298156738281,,0,1
2020-07-02,794.5241088867188,812.4012451171875,815.7471313476562,800.7252807617188,804.3942260742188,28789533,0.0172153619841879,691.9006005859375,747.0203674316406,691.9006005859375,,0,1
2020-07-03,806.9586791992188,825.1155395507812,827.46923828125,815.9317016601562,821.3773803710938,29434266,0.0156503373194341,695.8957104492188,751.818392944336,695.8957104492188,,0,1
2020-07-06,835.7996215820312,854.6054077148438,857.4666748046875,827.0538330078125,833.0072021484375,47016185,0.0357402964070385,700.4026257324218,758.3326690673828,700.4026257324218,,0,1
2020-07-07,823.0039672851562,841.5218505859375,860.397216796875,833.607177734375,858.3897094726562,35189589,-0.0153094760591718,704.2430651855469,764.9342559814453,704.2430651855469,,0,1
2020-07-08,811.5172729492188,829.7767333984375,846.8291015625,826.084716796875,841.7987670898438,26204095,-0.0139570339786193,707.7402221679688,770.1748565673828,707.7402221679688,,0,1
2020-07-09,823.3650512695312,841.8910522460938,846.8521728515625,824.3540649414062,834.8532104492188,36418942,0.0145995393015545,711.488583984375,776.7821319580078,711.488583984375,,0,1
2020-07-10,847.6474609375,866.7197875976562,869.7426147460938,841.8910522460938,843.8524780273438,43759967,0.0294916691333062,715.7332800292969,783.4550201416016,715.7332800292969,,0,1
2020-07-13,873.3514404296875,893.002197265625,898.8632202148438,876.8496704101562,878.3956909179688,69608392,0.0303239031280277,720.1442822265625,790.8343566894531,720.1442822265625,,0,1
2020-07-14,865.2272338867188,884.6951904296875,896.09423828125,870.9886474609375,892.5407104492188,67331128,-0.00930233370769,724.6671008300781,797.7366821289063,724.6671008300781,,0,1
2020-07-15,832.2791137695312,851.0056762695312,913.2158813476562,829.7767333984375,894.3635864257812,139669773,-0.0380803086481456,728.3043017578125,803.0444183349609,728.3043017578125,,0,1
2020-07-16,832.0083618164062,850.7288208007812,862.543212890625,836.4453735351562,852.3901977539062,60961724,-0.0003253138864661,731.9351989746094,807.4272247314453,731.9351989746094,,0,1
2020-07-17,862.8351440429688,882.249267578125,886.0797119140625,848.2366943359375,851.4672241210938,49726765,0.0370510485727122,735.7711804199218,811.0251281738281,735.7711804199218,,0,1
2020-07-20,866.5361328125,886.0335083007812,891.61767578125,876.6881713867188,885.0643920898438,36592938,0.0042893347530903,739.1926916503907,815.1058837890625,739.1926916503907,,0,1
2020-07-21,889.84814453125,909.8699951171876,912.3851928710938,893.6944580078125,894.8482055664062,42173371,0.0269025270107163,742.9468542480469,820.9197570800782,742.9468542480469,,0,1
2020-07-22,904.4942016601562,924.845703125,927.6146850585938,904.8627319335938,915.1541748046876,59771457,0.0164590522764098,747.8627087402343,827.3097290039062,747.8627087402343,,0,1
2020-07-23,928.7765502929688,949.6743774414062,959.7811889648438,919.0076904296876,924.8225708007812,58333751,0.0268463286865117,752.9846984863282,835.1374542236329,752.9846984863282,,0,1
2020-07-24,968.65283203125,990.4478759765624,998.22412109375,949.6743774414062,949.7666625976562,120597372,0.0429342038466655,759.4481298828125,844.4251922607422,759.4481298828125,,0,1
2020-07-27,973.1888427734376,995.0859375,1014.745849609375,982.0255126953124,1005.515869140625,80304827,0.0046828033658619,765.7914575195313,854.3555297851562,765.7914575195313,,0,1
2020-07-28,982.8927001953124,1005.0081787109376,1012.5306396484376,992.5245971679688,995.0859375,55114422,0.0099711967455569,772.4965307617188,865.1992218017579,772.4965307617188,,0,1
2020-07-29,946.311279296875,967.6036376953124,1007.36181640625,955.5123291015624,1005.1005249023438,72663399,-0.0372181224778332,778.756318359375,873.4609069824219,778.756318359375,,0,1
2020-07-30,951.8177490234376,973.2339477539062,987.47119140625,956.2276611328124,968.6881713867188,72857444,0.0058188778333636,784.9032751464844,881.3255889892578,784.9032751464844,,0,1
2020-07-31,932.9739990234376,953.96630859375,982.5331420898438,947.3668823242188,975.8414306640624,74958061,-0.0197976451052038,790.6054797363281,887.6263549804687,790.6054797363281,,0,1
2020-08-03,906.7509765625,927.1531982421876,949.30517578125,924.4302978515624,946.6746215820312,46715383,-0.0281069166861946,795.8704284667969,891.1739227294922,795.8704284667969,,0,1
2020-08-04,970.661376953125,992.5015258789062,1000.0701293945312,923.1150512695312,932.506591796875,92041055,0.0704828580752234,802.481015625,898.5567932128906,802.481015625,,0,1
2020-08-05,959.7613525390624,981.3563232421876,1013.45361328125,977.5950927734376,1000.9931640625,74549993,-0.0112294819520659,808.6803100585937,905.9689971923829,808.6803100585937,,0,1
2020-08-06,963.2141723632812,984.8867797851562,1000.3931884765624,972.7493286132812,995.4551391601562,49322975,0.0035975816436912,814.7086206054687,912.9614532470703,814.7086206054687,,0,1
2020-08-07,968.7881469726562,990.5863037109376,995.8243408203124,978.4719848632812,982.90234375,32984416,0.0057868486254712,820.918984375,919.0184875488281,820.918984375,,0,1
2020-08-10,956.7825317382812,978.3104248046876,999.1471557617188,972.8878173828124,996.42431640625,26958997,-0.0123924051629771,826.3862255859375,923.1900421142578,826.3862255859375,,0,1
2020-08-11,963.0787963867188,984.7483520507812,996.8396606445312,969.3111572265624,985.2098388671876,46828306,0.006580664298917,831.8413940429688,928.0826202392578,831.8413940429688,,0,1
2020-08-12,960.2803955078124,981.8870239257812,989.9171752929688,972.287841796875,978.8411254882812,30264617,-0.0029056821616314,837.187099609375,934.4826843261719,837.187099609375,,0,1
2020-08-13,957.7754516601562,979.3257446289062,987.1019897460938,973.7646484375,982.0716552734376,24830322,-0.0026085546048573,842.1397265625,940.7710388183593,842.1397265625,,0,1
2020-08-14,954.0518798828124,975.5183715820312,995.4551391601562,964.1885375976562,979.5564575195312,33224635,-0.0038877293951203,847.00080078125,945.3318756103515,847.00080078125,,0,1
2020-08-17,943.9192504882812,965.15771484375,971.4571533203124,955.350830078125,971.4571533203124,30979066,-0.0106206272511886,851.7689038085938,949.2010314941406,851.7689038085938,,0,1
2020-08-18,956.19580078125,977.7105102539062,984.9791259765624,961.0042114257812,962.2271728515624,30547672,0.0130059327496692,857.0733752441406,952.5184143066406,857.0733752441406,,0,1
2020-08-19,962.0631713867188,983.7099609375,994.0706787109376,979.002685546875,988.0711669921876,34087543,0.0061361601888179,862.1805334472656,955.3968627929687,862.1805334472656,,0,1
2020-08-20,946.4917602539062,967.7882080078124,980.1795043945312,963.6116333007812,978.379638671875,22537845,-0.0161854352145793,867.2859777832032,956.2826232910156,867.2859777832032,,0,1
2020-08-21,939.63134765625,960.7734375,979.3026733398438,958.53515625,977.4566650390624,25280895,-0.007248253905365,871.7948107910156,954.8315490722656,871.7948107910156,,0,1
2020-08-24,945.9051513671876,967.1882934570312,971.2263793945312,955.535400390625,965.1807861328124,32717218,0.0066768778272314,876.1976196289063,953.4673645019532,876.1976196289063,,0,1
2020-08-25,939.7442016601562,960.8887939453124,974.3646240234376,958.9966430664062,971.9186401367188,19388008,-0.0065132848659577,880.4488891601562,951.3099395751954,880.4488891601562,,0,1
2020-08-26,964.658447265625,986.3635864257812,991.278564453125,944.690185546875,962.2271728515624,59870421,0.026511731130083,885.2195703125,952.2272979736329,885.2195703125,,0,1
2020-08-27,952.6076049804688,974.0415649414062,992.2246704101562,970.6495361328124,991.3016357421876,28085062,-0.0124923410138738,889.384677734375,952.2667907714844,889.384677734375,,0,1
2020-08-28,955.112548828125,976.6029052734376,984.3330078125,972.0340576171876,978.379638671875,27166900,0.0026295652423513,892.6693872070313,953.3737182617188,892.6693872070313,,0,1
2020-08-31,939.1123046875,960.2427368164062,1003.3006591796876,950.8511962890624,1003.3006591796876,62076132,-0.0167522080620304,895.753212890625,954.9917846679688,895.753212890625,,0,1
2020-09-01,942.0687866210938,963.2655639648438,979.4872436523438,951.7972412109376,969.149658203125,38616258,0.0031481665385884,899.1231750488281,953.5621551513672,899.1231750488281,,0,1
