Date,Open,High,Low,Close,Adj Close,Volume,Returns
2020-01-24,858.1621704101562,858.1621704101562,858.1621704101562,858.1621704101562,858.1621704101562,1000000,-0.0010069558551155655
2020-01-27,851.3715454101563,851.3715454101563,851.3715454101563,851.3715454101563,851.3715454101563,1000000,-0.007912985720116783
2020-01-28,849.9054443359375,849.9054443359375,849.9054443359375,849.9054443359375,849.9054443359375,1000000,-0.001722046129122634
2020-01-29,848.5008361816406,848.5008361816406,848.5008361816406,848.5008361816406,848.5008361816406,1000000,-0.0016526640271076198
2020-01-30,841.0902465820312,841.0902465820312,841.0902465820312,841.0902465820312,841.0902465820312,1000000,-0.00873374460413956
2020-01-31,826.1770080566406,826.1770080566406,826.1770080566406,826.1770080566406,826.1770080566406,1000000,-0.01773084230377664
2020-02-03,821.3274841308594,821.3274841308594,821.3274841308594,821.3274841308594,821.3274841308594,1000000,-0.005869836461787292
2020-02-04,835.7012451171875,835.7012451171875,835.7012451171875,835.7012451171875,835.7012451171875,1000000,0.01750064531389528
2020-02-05,846.7098876953125,846.7098876953125,846.7098876953125,846.7098876953125,846.7098876953125,1000000,0.013172940261183097
2020-02-06,842.2505859375,842.2505859375,842.2505859375,842.2505859375,842.2505859375,1000000,-0.005266622986948355
2020-02-07,841.724169921875,841.724169921875,841.724169921875,841.724169921875,841.724169921875,1000000,-0.0006250111598782304
2020-02-10,844.8723388671875,844.8723388671875,844.8723388671875,844.8723388671875,844.8723388671875,1000000,0.0037401432177059935
2020-02-11,846.1526977539063,846.1526977539063,846.1526977539063,846.1526977539063,846.1526977539063,1000000,0.0015154465684550367
2020-02-12,854.5614868164063,854.5614868164063,854.5614868164063,854.5614868164063,854.5614868164063,1000000,0.00993767328854589
2020-02-13,858.0841674804688,858.0841674804688,858.0841674804688,858.0841674804688,858.0841674804688,1000000,0.0041222085460297375
2020-02-14,855.8608032226563,855.8608032226563,855.8608032226563,855.8608032226563,855.8608032226563,1000000,-0.0025910794559241834
2020-02-17,857.758740234375,857.758740234375,857.758740234375,857.758740234375,857.758740234375,1000000,0.0022175767421199755
2020-02-18,859.859521484375,859.859521484375,859.859521484375,859.859521484375,859.859521484375,1000000,0.002449151668715288
2020-02-19,862.26533203125,862.26533203125,862.26533203125,862.26533203125,862.26533203125,1000000,0.002797911154977628
2020-02-20,852.8457153320312,852.8457153320312,852.8457153320312,852.8457153320312,852.8457153320312,1000000,-0.010924266985231634
2020-02-24,837.9597290039062,837.9597290039062,837.9597290039062,837.9597290039062,837.9597290039062,1000000,-0.017454489200698586
2020-02-25,842.1064453125,842.1064453125,842.1064453125,842.1064453125,842.1064453125,1000000,0.0049485866266187895
2020-02-26,830.2586181640625,830.2586181640625,830.2586181640625,830.2586181640625,830.2586181640625,1000000,-0.014069274988200431
2020-02-27,824.2438171386718,824.2438171386718,824.2438171386718,824.2438171386718,824.2438171386718,1000000,-0.007244490925840785
2020-02-28,787.8811401367187,787.8811401367187,787.8811401367187,787.8811401367187,787.8811401367187,1000000,-0.04411640857457033
2020-03-02,790.4301208496094,790.4301208496094,790.4301208496094,790.4301208496094,790.4301208496094,1000000,0.003235235091994193
2020-03-03,801.629296875,801.629296875,801.629296875,801.629296875,801.629296875,1000000,0.014168458071098122
2020-03-04,807.0195556640625,807.0195556640625,807.0195556640625,807.0195556640625,807.0195556640625,1000000,0.006724128983403466
2020-03-05,810.3926086425781,810.3926086425781,810.3926086425781,810.3926086425781,810.3926086425781,1000000,0.004179642184432675
2020-03-06,797.6764099121094,797.6764099121094,797.6764099121094,797.6764099121094,797.6764099121094,1000000,-0.015691405122473356
2020-03-09,745.2651306152344,745.2651306152344,745.2651306152344,745.2651306152344,745.2651306152344,1000000,-0.06570493830029378
2020-03-11,744.6288330078125,744.6288330078125,744.6288330078125,744.6288330078125,744.6288330078125,1000000,-0.0008537869025169176
2020-03-12,679.6869567871094,679.6869567871094,679.6869567871094,679.6869567871094,679.6869567871094,1000000,-0.08721375448004154
2020-03-13,700.2235229492187,700.2235229492187,700.2235229492187,700.2235229492187,700.2235229492187,1000000,0.030214742179526244
2020-03-16,648.45390625,648.45390625,648.45390625,648.45390625,648.45390625,1000000,-0.07393298711413476
2020-03-17,627.316796875,627.316796875,627.316796875,627.316796875,627.316796875,1000000,-0.03259616322960501
2020-03-18,608.2024719238282,608.2024719238282,608.2024719238282,608.2024719238282,608.2024719238282,1000000,-0.030469971546099983
2020-03-19,603.0791687011719,603.0791687011719,603.0791687011719,603.0791687011719,603.0791687011719,1000000,-0.008423680368234265
2020-03-20,646.5068054199219,646.5068054199219,646.5068054199219,646.5068054199219,646.5068054199219,1000000,0.07200984376939834
2020-03-23,580.4833740234375,580.4833740234375,580.4833740234375,580.4833740234375,580.4833740234375,1000000,-0.1021233355054949
2020-03-24,604.2215270996094,604.2215270996094,604.2215270996094,604.2215270996094,604.2215270996094,1000000,0.04089376912147946
2020-03-25,639.676220703125,639.676220703125,639.676220703125,639.676220703125,639.676220703125,1000000,0.05867830259823004
2020-03-26,658.1236083984375,658.1236083984375,658.1236083984375,658.1236083984375,658.1236083984375,1000000,0.028838632886861726
2020-03-27,667.6251342773437,667.6251342773437,667.6251342773437,667.6251342773437,667.6251342773437,1000000,0.014437296820316803
2020-03-30,640.3321105957032,640.3321105957032,640.3321105957032,640.3321105957032,640.3321105957032,1000000,-0.04088076119420414
2020-03-31,663.2248229980469,663.2248229980469,663.2248229980469,663.2248229980469,663.2248229980469,1000000,0.03575131095806916
2020-04-01,628.180419921875,628.180419921875,628.180419921875,628.180419921875,628.180419921875,1000000,-0.05283940205638993
2020-04-03,609.46953125,609.46953125,609.46953125,609.46953125,609.46953125,1000000,-0.029785851450451095
2020-04-07,665.9401916503906,665.9401916503906,665.9401916503906,665.9401916503906,665.9401916503906,1000000,0.09265542821241812
2020-04-08,649.4363647460938,649.4363647460938,649.4363647460938,649.4363647460938,649.4363647460938,1000000,-0.02478274642561462
2020-04-09,671.0674743652344,671.0674743652344,671.0674743652344,671.0674743652344,671.0674743652344,1000000,0.03330751216494865
2020-04-13,662.2361877441406,662.2361877441406,662.2361877441406,662.2361877441406,662.2361877441406,1000000,-0.013160057607392361
2020-04-15,651.25576171875,651.25576171875,651.25576171875,651.25576171875,651.25576171875,1000000,-0.016580830568614147
2020-04-16,651.4106262207031,651.4106262207031,651.4106262207031,651.4106262207031,651.4106262207031,1000000,0.00023779367654941375
2020-04-17,682.0155212402344,682.0155212402344,682.0155212402344,682.0155212402344,682.0155212402344,1000000,0.04698249274362021
2020-04-20,690.5066162109375,690.5066162109375,690.5066162109375,690.5066162109375,690.5066162109375,1000000,0.012450002538449745
2020-04-21,664.8004272460937,664.8004272460937,664.8004272460937,664.8004272460937,664.8004272460937,1000000,-0.03722801253650987
2020-04-22,684.4023681640625,684.4023681640625,684.4023681640625,684.4023681640625,684.4023681640625,1000000,0.029485451745524527
2020-04-23,715.7472717285157,715.7472717285157,715.7472717285157,715.7472717285157,715.7472717285157,1000000,0.045798940831454305
2020-04-24,700.9550476074219,700.9550476074219,700.9550476074219,700.9550476074219,700.9550476074219,1000000,-0.020666825715410453
2020-04-27,708.0427673339843,708.0427673339843,708.0427673339843,708.0427673339843,708.0427673339843,1000000,0.010111518207558401
2020-04-28,713.5646545410157,713.5646545410157,713.5646545410157,713.5646545410157,713.5646545410157,1000000,0.007798804622809907
2020-04-29,730.4248657226562,730.4248657226562,730.4248657226562,730.4248657226562,730.4248657226562,1000000,0.023628147883089312
2020-04-30,763.2924987792969,763.2924987792969,763.2924987792969,763.2924987792969,763.2924987792969,1000000,0.0449979657033206
2020-05-04,723.6254211425781,723.6254211425781,723.6254211425781,723.6254211425781,723.6254211425781,1000000,-0.051968383942141094
2020-05-05,723.8174743652344,723.8174743652344,723.8174743652344,723.8174743652344,723.8174743652344,1000000,0.00026540419538179094
2020-05-06,722.8121337890625,722.8121337890625,722.8121337890625,722.8121337890625,722.8121337890625,1000000,-0.001388942118389025
2020-05-07,721.8238464355469,721.8238464355469,721.8238464355469,721.8238464355469,721.8238464355469,1000000,-0.0013672810780511746
2020-05-08,729.1259704589844,729.1259704589844,729.1259704589844,729.1259704589844,729.1259704589844,1000000,0.010116213338609237
2020-05-11,734.4821472167969,734.4821472167969,734.4821472167969,734.4821472167969,734.4821472167969,1000000,0.007346023835141713
2020-05-12,727.9041809082031,727.9041809082031,727.9041809082031,727.9041809082031,727.9041809082031,1000000,-0.008955924025546347
2020-05-13,737.5097106933594,737.5097106933594,737.5097106933594,737.5097106933594,737.5097106933594,1000000,0.013196145917408364
2020-05-14,712.6791137695312,712.6791137695312,712.6791137695312,712.6791137695312,712.6791137695312,1000000,-0.03366816268830408
2020-05-15,710.7562377929687,710.7562377929687,710.7562377929687,710.7562377929687,710.7562377929687,1000000,-0.002698095032408032
2020-05-18,710.5895935058594,710.5895935058594,710.5895935058594,710.5895935058594,710.5895935058594,1000000,-0.00023446053407394363
2020-05-19,708.8289306640625,708.8289306640625,708.8289306640625,708.8289306640625,708.8289306640625,1000000,-0.002477749263270712
2020-05-20,715.5667236328125,715.5667236328125,715.5667236328125,715.5667236328125,715.5667236328125,1000000,0.0095055276065521
2020-05-21,723.1265014648437,723.1265014648437,723.1265014648437,723.1265014648437,723.1265014648437,1000000,0.010564742018258633
2020-05-22,726.1322631835938,726.1322631835938,726.1322631835938,726.1322631835938,726.1322631835938,1000000,0.004156619502481584
2020-05-26,711.7886169433593,711.7886169433593,711.7886169433593,711.7886169433593,711.7886169433593,1000000,-0.019753489780701017
2020-05-27,738.4287780761719,738.4287780761719,738.4287780761719,738.4287780761719,738.4287780761719,1000000,0.03742706823159603
2020-05-28,746.4092712402344,746.4092712402344,746.4092712402344,746.4092712402344,746.4092712402344,1000000,0.010807397275136132
2020-05-29,740.6302490234375,740.6302490234375,740.6302490234375,740.6302490234375,740.6302490234375,1000000,-0.007742430914871257
2020-06-01,764.3875122070312,764.3875122070312,764.3875122070312,764.3875122070312,764.3875122070312,1000000,0.032077090039083656
2020-06-02,770.565087890625,770.565087890625,770.565087890625,770.565087890625,770.565087890625,1000000,0.008081732871010772
2020-06-03,774.4577941894531,774.4577941894531,774.4577941894531,774.4577941894531,774.4577941894531,1000000,0.0050517553416340455
2020-06-04,783.0984191894531,783.0984191894531,783.0984191894531,783.0984191894531,783.0984191894531,1000000,0.011156999212647012
2020-06-05,779.8626831054687,779.8626831054687,779.8626831054687,779.8626831054687,779.8626831054687,1000000,-0.004131966052662417
2020-06-08,784.6348388671875,784.6348388671875,784.6348388671875,784.6348388671875,784.6348388671875,1000000,0.0061192256856241745
2020-06-09,776.3828857421875,776.3828857421875,776.3828857421875,776.3828857421875,776.3828857421875,1000000,-0.01051693439576773
2020-06-10,786.8286743164062,786.8286743164062,786.8286743164062,786.8286743164062,786.8286743164062,1000000,0.013454429207610641
2020-06-11,770.1936340332031,770.1936340332031,770.1936340332031,770.1936340332031,770.1936340332031,1000000,-0.021141883647867288
2020-06-12,769.8056274414063,769.8056274414063,769.8056274414063,769.8056274414063,769.8056274414063,1000000,-0.0005037779782274265
2020-06-15,764.1024475097656,764.1024475097656,764.1024475097656,764.1024475097656,764.1024475097656,1000000,-0.007408597350211932
2020-06-16,775.5185485839844,775.5185485839844,775.5185485839844,775.5185485839844,775.5185485839844,1000000,0.014940537242648766
2020-06-17,774.8367736816406,774.8367736816406,774.8367736816406,774.8367736816406,774.8367736816406,1000000,-0.0008791213357677297
2020-06-18,784.2978271484375,784.2978271484375,784.2978271484375,784.2978271484375,784.2978271484375,1000000,0.012210382609801451
2020-06-19,796.8282409667969,796.8282409667969,796.8282409667969,796.8282409667969,796.8282409667969,1000000,0.015976601470282903
2020-06-22,792.7543151855468,792.7543151855468,792.7543151855468,792.7543151855468,792.7543151855468,1000000,-0.005112677452680625
2020-06-23,797.5647338867187,797.5647338867187,797.5647338867187,797.5647338867187,797.5647338867187,1000000,0.006067981730311978
2020-06-24,791.9290405273438,791.9290405273438,791.9290405273438,791.9290405273438,791.9290405273438,1000000,-0.0070661265724613065
2020-06-25,784.4292419433593,784.4292419433593,784.4292419433593,784.4292419433593,784.4292419433593,1000000,-0.009470291150063592
2020-06-26,814.5852600097656,814.5852600097656,814.5852600097656,814.5852600097656,814.5852600097656,1000000,0.038443260977494065
2020-06-29,807.8242248535156,807.8242248535156,807.8242248535156,807.8242248535156,807.8242248535156,1000000,-0.008299972376334175
2020-06-30,804.1382202148437,804.1382202148437,804.1382202148437,804.1382202148437,804.1382202148437,1000000,-0.004562879553829058
2020-07-01,812.3467346191406,812.3467346191406,812.3467346191406,812.3467346191406,812.3467346191406,1000000,0.010207840142337554
2020-07-02,830.6606079101563,830.6606079101563,830.6606079101563,830.6606079101563,830.6606079101563,1000000,0.022544404391065642
2020-07-03,839.7008178710937,839.7008178710937,839.7008178710937,839.7008178710937,839.7008178710937,1000000,0.010883157182187242
2020-07-06,859.4933227539062,859.4933227539062,859.4933227539062,859.4933227539062,859.4933227539062,1000000,0.023570901041864767
2020-07-07,866.1743469238281,866.1743469238281,866.1743469238281,866.1743469238281,866.1743469238281,1000000,0.007773212418352715
2020-07-08,850.8992736816406,850.8992736816406,850.8992736816406,850.8992736816406,850.8992736816406,1000000,-0.0176351023283432
2020-07-09,853.5907531738281,853.5907531738281,853.5907531738281,853.5907531738281,853.5907531738281,1000000,0.003163099999536012
2020-07-10,857.7850402832031,857.7850402832031,857.7850402832031,857.7850402832031,857.7850402832031,1000000,0.004913697921140381
2020-07-13,861.4922058105469,861.4922058105469,861.4922058105469,861.4922058105469,861.4922058105469,1000000,0.004321788505567525
2020-07-14,845.6979553222657,845.6979553222657,845.6979553222657,845.6979553222657,845.6979553222657,1000000,-0.01833359649890387
2020-07-15,857.4148193359375,857.4148193359375,857.4148193359375,857.4148193359375,857.4148193359375,1000000,0.013854667544048738
2020-07-16,872.6714477539062,872.6714477539062,872.6714477539062,872.6714477539062,872.6714477539062,1000000,0.01779375405452499
2020-07-17,876.7517150878906,876.7517150878906,876.7517150878906,876.7517150878906,876.7517150878906,1000000,0.004675605400504601
2020-07-20,889.0393432617187,889.0393432617187,889.0393432617187,889.0393432617187,889.0393432617187,1000000,0.014014946264001793
2020-07-21,900.6449035644531,900.6449035644531,900.6449035644531,900.6449035644531,900.6449035644531,1000000,0.013054045797518565
2020-07-22,893.7893981933594,893.7893981933594,893.7893981933594,893.7893981933594,893.7893981933594,1000000,-0.0076117739010812535
2020-07-23,896.0788146972657,896.0788146972657,896.0788146972657,896.0788146972657,896.0788146972657,1000000,0.0025614719849373913
2020-07-24,901.1409729003906,901.1409729003906,901.1409729003906,901.1409729003906,901.1409729003906,1000000,0.0056492332148652125
2020-07-27,906.7328369140625,906.7328369140625,906.7328369140625,906.7328369140625,906.7328369140625,1000000,0.006205315463211125
2020-07-28,928.3054565429687,928.3054565429687,928.3054565429687,928.3054565429687,928.3054565429687,1000000,0.02379159411754128
2020-07-29,911.4383178710938,911.4383178710938,911.4383178710938,911.4383178710938,911.4383178710938,1000000,-0.01816981528331052
2020-07-30,911.8992858886719,911.8992858886719,911.8992858886719,911.8992858886719,911.8992858886719,1000000,0.0005057588742316543
2020-07-31,907.9284301757813,907.9284301757813,907.9284301757813,907.9284301757813,907.9284301757813,1000000,-0.004354489332690892
2020-08-03,892.8779052734375,892.8779052734375,892.8779052734375,892.8779052734375,892.8779052734375,1000000,-0.01657677455857387
2020-08-04,908.8842895507812,908.8842895507812,908.8842895507812,908.8842895507812,908.8842895507812,1000000,0.01792673352404428
2020-08-05,906.4341491699219,906.4341491699219,906.4341491699219,906.4341491699219,906.4341491699219,1000000,-0.002695767116923431
2020-08-06,922.4541748046875,922.4541748046875,922.4541748046875,922.4541748046875,922.4541748046875,1000000,0.017673678390687453
2020-08-07,918.108203125,918.108203125,918.108203125,918.108203125,918.108203125,1000000,-0.004711314446170234
2020-08-10,915.3369934082032,915.3369934082032,915.3369934082032,915.3369934082032,915.3369934082032,1000000,-0.0030183911954652087
2020-08-11,917.8277038574219,917.8277038574219,917.8277038574219,917.8277038574219,917.8277038574219,1000000,0.0027210857500084007
2020-08-12,914.1171752929688,914.1171752929688,914.1171752929688,914.1171752929688,914.1171752929688,1000000,-0.004042728879133373
2020-08-13,912.2756591796875,912.2756591796875,912.2756591796875,912.2756591796875,912.2756591796875,1000000,-0.002014529606328752
2020-08-14,906.2411437988281,906.2411437988281,906.2411437988281,906.2411437988281,906.2411437988281,1000000,-0.00661479380726393
2020-08-17,906.4284729003906,906.4284729003906,906.4284729003906,906.4284729003906,906.4284729003906,1000000,0.00020670999418226366
2020-08-18,917.4376708984375,917.4376708984375,917.4376708984375,917.4376708984375,917.4376708984375,1000000,0.012145688630918361
2020-08-19,916.8264526367187,916.8264526367187,916.8264526367187,916.8264526367187,916.8264526367187,1000000,-0.0006662232008853852
2020-08-20,910.3538452148438,910.3538452148438,910.3538452148438,910.3538452148438,910.3538452148438,1000000,-0.007059795671536584
2020-08-21,910.3073120117188,910.3073120117188,910.3073120117188,910.3073120117188,910.3073120117188,1000000,-5.111551224790123e-05
2020-08-24,915.9425170898437,915.9425170898437,915.9425170898437,915.9425170898437,915.9425170898437,1000000,0.00619044250635703
2020-08-25,913.5925598144531,913.5925598144531,913.5925598144531,913.5925598144531,913.5925598144531,1000000,-0.0025656165442095036
2020-08-26,923.0751586914063,923.0751586914063,923.0751586914063,923.0751586914063,923.0751586914063,1000000,0.010379461582829652
2020-08-27,919.1059143066407,919.1059143066407,919.1059143066407,919.1059143066407,919.1059143066407,1000000,-0.004300022969302542
2020-08-28,919.5056579589843,919.5056579589843,919.5056579589843,919.5056579589843,919.5056579589843,1000000,0.0004349266456904477
2020-08-31,915.6005615234375,915.6005615234375,915.6005615234375,915.6005615234375,915.6005615234375,1000000,-0.004246952046184194
2020-09-01,912.2097290039062,912.2097290039062,912.2097290039062,912.2097290039062,912.2097290039062,1000000,-0.0037033971603177562
2020-09-02,921.7455505371094,921.7455505371094,921.7455505371094,921.7455505371094,921.7455505371094,1000000,0.010453540704521869
2020-09-03,926.0138671875,926.0138671875,926.0138671875,926.0138671875,926.0138671875,1000000,0.00463068864059446
2020-09-04,915.1733703613281,915.1733703613281,915.1733703613281,915.1733703613281,915.1733703613281,1000000,-0.011706624717291447
2020-09-07,922.6053527832031,922.6053527832031,922.6053527832031,922.6053527832031,922.6053527832031,1000000,0.008120846456601605
2020-09-08,931.5150390625,931.5150390625,931.5150390625,931.5150390625,931.5150390625,1000000,0.00965709363426015
2020-09-09,927.8467895507813,927.8467895507813,927.8467895507813,927.8467895507813,927.8467895507813,1000000,-0.003937939118417777
2020-09-10,944.3722290039062,944.3722290039062,944.3722290039062,944.3722290039062,944.3722290039062,1000000,0.017810526090331846
2020-09-11,952.1116394042969,952.1116394042969,952.1116394042969,952.1116394042969,952.1116394042969,1000000,0.008195296476002811
2020-09-14,973.1127197265625,973.1127197265625,973.1127197265625,973.1127197265625,973.1127197265625,1000000,0.022057371691627914
2020-09-15,977.9624694824219,977.9624694824219,977.9624694824219,977.9624694824219,977.9624694824219,1000000,0.004983749217893241
2020-09-16,986.5339965820312,986.5339965820312,986.5339965820312,986.5339965820312,986.5339965820312,1000000,0.008764678980110352
2020-09-17,976.4937683105469,976.4937683105469,976.4937683105469,976.4937683105469,976.4937683105469,1000000,-0.010177275498127747
2020-09-18,971.3630798339843,971.3630798339843,971.3630798339843,971.3630798339843,971.3630798339843,1000000,-0.005254194796797562
2020-09-21,966.4478942871094,966.4478942871094,966.4478942871094,966.4478942871094,966.4478942871094,1000000,-0.00506009096795712
2020-09-22,971.3630432128906,971.3630432128906,971.3630432128906,971.3630432128906,971.3630432128906,1000000,0.005085787816224485
2020-09-23,966.2680480957031,966.2680480957031,966.2680480957031,966.2680480957031,966.2680480957031,1000000,-0.005245201732541949
2020-09-24,926.2266052246093,926.2266052246093,926.2266052246093,926.2266052246093,926.2266052246093,1000000,-0.04143927034533168
2020-09-25,953.5205017089844,953.5205017089844,953.5205017089844,953.5205017089844,953.5205017089844,1000000,0.02946783900442629
2020-09-28,959.07080078125,959.07080078125,959.07080078125,959.07080078125,959.07080078125,1000000,0.005820849223816316
2020-09-29,971.7648376464844,971.7648376464844,971.7648376464844,971.7648376464844,971.7648376464844,1000000,0.013235766175858865
2020-09-30,972.3940185546875,972.3940185546875,972.3940185546875,972.3940185546875,972.3940185546875,1000000,0.0006474621058805141
2020-10-01,983.9822814941406,983.9822814941406,983.9822814941406,983.9822814941406,983.9822814941406,1000000,0.01191725033096902
2020-10-05,1020.9790954589844,1020.9790954589844,1020.9790954589844,1020.9790954589844,1020.9790954589844,1000000,0.037599065207419624
2020-10-06,1027.7023376464845,1027.7023376464845,1027.7023376464845,1027.7023376464845,1027.7023376464845,1000000,0.006585092895048605
2020-10-07,1039.6202392578125,1039.6202392578125,1039.6202392578125,1039.6202392578125,1039.6202392578125,1000000,0.011596647370308633
2020-10-08,1061.7662048339844,1061.7662048339844,1061.7662048339844,1061.7662048339844,1061.7662048339844,1000000,0.0213019761831319
2020-10-09,1067.8765014648438,1067.8765014648438,1067.8765014648438,1067.8765014648438,1067.8765014648438,1000000,0.005754841888017115
2020-10-12,1074.0935424804688,1074.0935424804688,1074.0935424804688,1074.0935424804688,1074.0935424804688,1000000,0.005821872667014283
2020-10-13,1078.8958923339844,1078.8958923339844,1078.8958923339844,1078.8958923339844,1078.8958923339844,1000000,0.004471072270321175
2020-10-14,1078.3630249023438,1078.3630249023438,1078.3630249023438,1078.3630249023438,1078.3630249023438,1000000,-0.0004939006955414493
2020-10-15,1047.2099731445312,1047.2099731445312,1047.2099731445312,1047.2099731445312,1047.2099731445312,1000000,-0.028889206174918525
2020-10-16,1055.4422546386718,1055.4422546386718,1055.4422546386718,1055.4422546386718,1055.4422546386718,1000000,0.007861156506580036
2020-10-19,1050.6994873046874,1050.6994873046874,1050.6994873046874,1050.6994873046874,1050.6994873046874,1000000,-0.004493630336609988
2020-10-20,1057.014385986328,1057.014385986328,1057.014385986328,1057.014385986328,1057.014385986328,1000000,0.0060101853650276205
2020-10-21,1048.2499877929688,1048.2499877929688,1048.2499877929688,1048.2499877929688,1048.2499877929688,1000000,-0.00829165459766279
2020-10-22,1039.9503601074218,1039.9503601074218,1039.9503601074218,1039.9503601074218,1039.9503601074218,1000000,-0.007917603417312069
2020-10-23,1045.1660034179688,1045.1660034179688,1045.1660034179688,1045.1660034179688,1045.1660034179688,1000000,0.005015281027459961
2020-10-26,1031.360302734375,1031.360302734375,1031.360302734375,1031.360302734375,1031.360302734375,1000000,-0.013209098495784888
2020-10-27,1021.2073364257812,1021.2073364257812,1021.2073364257812,1021.2073364257812,1021.2073364257812,1000000,-0.00984424771990533
2020-10-28,1010.4073608398437,1010.4073608398437,1010.4073608398437,1010.4073608398437,1010.4073608398437,1000000,-0.010575693300184597
2020-10-29,1011.9758666992187,1011.9758666992187,1011.9758666992187,1011.9758666992187,1011.9758666992187,1000000,0.0015523499928498108
2020-10-30,1015.834375,1015.834375,1015.834375,1015.834375,1015.834375,1000000,0.003812846163383954
2020-11-02,999.1978942871094,999.1978942871094,999.1978942871094,999.1978942871094,999.1978942871094,1000000,-0.016377158641526224
2020-11-03,1008.2502868652343,1008.2502868652343,1008.2502868652343,1008.2502868652343,1008.2502868652343,1000000,0.009059659382672614
2020-11-04,1022.2803466796875,1022.2803466796875,1022.2803466796875,1022.2803466796875,1022.2803466796875,1000000,0.0139152549691548
2020-11-05,1034.8010131835938,1034.8010131835938,1034.8010131835938,1034.8010131835938,1034.8010131835938,1000000,0.012247781681974823
2020-11-06,1051.1825317382813,1051.1825317382813,1051.1825317382813,1051.1825317382813,1051.1825317382813,1000000,0.015830597714906913
2020-11-09,1067.4598205566406,1067.4598205566406,1067.4598205566406,1067.4598205566406,1067.4598205566406,1000000,0.015484740591572121
2020-11-10,1058.381689453125,1058.381689453125,1058.381689453125,1058.381689453125,1058.381689453125,1000000,-0.008504424174749392
2020-11-11,1062.7078125,1062.7078125,1062.7078125,1062.7078125,1062.7078125,1000000,0.004087488559170183
2020-11-12,1053.8309631347656,1053.8309631347656,1053.8309631347656,1053.8309631347656,1053.8309631347656,1000000,-0.008353047997597618
2020-11-13,1054.4742736816406,1054.4742736816406,1054.4742736816406,1054.4742736816406,1054.4742736816406,1000000,0.0006104494642682479
2020-11-14,1060.2149536132813,1060.2149536132813,1060.2149536132813,1060.2149536132813,1060.2149536132813,1000000,0.005444115683920225
2020-11-17,1060.4872009277344,1060.4872009277344,1060.4872009277344,1060.4872009277344,1060.4872009277344,1000000,0.00025678501659043285
2020-11-18,1053.0528259277344,1053.0528259277344,1053.0528259277344,1053.0528259277344,1053.0528259277344,1000000,-0.007010339203996296
2020-11-19,1044.3244750976562,1044.3244750976562,1044.3244750976562,1044.3244750976562,1044.3244750976562,1000000,-0.008288616311711183
2020-11-20,1045.8668212890625,1045.8668212890625,1045.8668212890625,1045.8668212890625,1045.8668212890625,1000000,0.001476884079789631
2020-11-23,1064.7045471191407,1064.7045471191407,1064.7045471191407,1064.7045471191407,1064.7045471191407,1000000,0.018011591386807746
2020-11-24,1071.5504150390625,1071.5504150390625,1071.5504150390625,1071.5504150390625,1071.5504150390625,1000000,0.0064298287618338446
2020-11-25,1057.9235900878907,1057.9235900878907,1057.9235900878907,1057.9235900878907,1057.9235900878907,1000000,-0.012716923776913469
2020-11-26,1064.0012756347655,1064.0012756347655,1064.0012756347655,1064.0012756347655,1064.0012756347655,1000000,0.0057449192019338735
2020-11-27,1053.5245727539063,1053.5245727539063,1053.5245727539063,1053.5245727539063,1053.5245727539063,1000000,-0.009846513458932615
