Date,Adj Close,Close,High,Low,Open,Volume,Returns,MA50
2020-01-01,519.1380004882812,536.75,542.5,535.7000122070312,539.9000244140625,7642793,,
2020-01-02,522.861572265625,540.5999755859375,541.9000244140625,535.8499755859375,536.0,10264223,0.007172604921700021,
2020-01-03,521.1690063476562,538.8499755859375,540.7999877929688,536.25,538.0,9594690,-0.003237120507125102,
2020-01-06,508.4505310058594,525.7000122070312,537.25,523.7999877929688,537.25,12534334,-0.024403744633487934,
2020-01-07,505.742431640625,522.9000244140625,535.5999755859375,521.6500244140625,531.2999877929688,16101835,-0.005326180621499144,
2020-01-08,508.6923828125,525.9500122070312,527.3499755859375,515.0,516.0,16094310,0.005832912145230518,
2020-01-09,528.3745727539062,546.2999877929688,547.4000244140625,530.2999877929688,530.7000122070312,18934019,0.0386917331700265,
2020-01-10,522.5231323242188,540.25,546.5,538.5,544.9000244140625,12335407,-0.011074417149162907,
2020-01-13,520.9271850585938,538.5999755859375,546.0499877929688,538.0,539.4000244140625,7901800,-0.003054309305936642,
2020-01-14,519.9600219726562,537.5999755859375,538.9500122070312,534.1500244140625,536.2000122070312,13939440,-0.0018566185710363614,
2020-01-15,518.025634765625,535.5999755859375,536.9500122070312,530.6500244140625,535.0999755859375,12353176,-0.003720261414892012,
2020-01-16,519.5248413085938,537.1500244140625,540.0,533.2000122070312,533.9000244140625,11249232,0.002894077903397685,
2020-01-17,514.5921630859375,532.0499877929688,538.0,530.5999755859375,534.5,18312609,-0.009494595504291325,
2020-01-20,517.30029296875,534.8499755859375,544.0,531.0,533.0,19159996,0.005262672222935194,
2020-01-21,513.6248779296875,531.0499877929688,540.25,530.2000122070312,532.9500122070312,13477994,-0.007104993151984429,
2020-01-22,505.6940002441406,522.8499755859375,534.9500122070312,520.75,531.5,17527408,-0.015440992105979268,
2020-01-23,510.3848876953125,527.7000122070312,530.25,517.0499877929688,521.4000244140625,17061293,0.009276138235587483,
2020-01-24,516.3330078125,533.8499755859375,537.4000244140625,527.0,529.25,17851868,0.01165418542082386,
2020-01-27,519.6214599609375,537.25,545.0,531.5,538.5,38149166,0.006368859047709119,
2020-01-28,510.8684692382813,528.2000122070312,540.5999755859375,524.4500122070312,538.0999755859375,24009224,-0.016844936934117816,
2020-01-29,509.3209533691406,526.5999755859375,534.7999877929688,525.2999877929688,531.5499877929688,16400827,-0.0030291864977458616,
2020-01-30,514.7373046875,532.2000122070312,533.9500122070312,524.1500244140625,527.6500244140625,14319317,0.01063445609792879,
2020-01-31,508.4021301269531,525.6500244140625,532.75,522.4000244140625,530.0,16292578,-0.01230758777896035,
2020-02-03,498.6335144042969,515.5499877929688,519.1500244140625,502.0,504.0,22531888,-0.019214348531972014,
2020-02-04,513.3831176757812,530.7999877929688,534.6500244140625,516.6500244140625,520.0,17781475,0.029580047961889067,
2020-02-05,521.4107666015625,539.0999755859375,540.4000244140625,525.7000122070312,529.0499877929688,18782476,0.01563676063623687,
2020-02-06,523.8287353515625,541.5999755859375,547.0,536.25,540.3499755859375,15296851,0.00463735869084525,
2020-02-07,518.8477172851562,536.4500122070312,541.75,535.1500244140625,540.9500122070312,8297149,-0.009508867555849676,
2020-02-10,516.4298706054688,533.9500122070312,542.25,530.5,538.6500244140625,12536053,-0.004660031448801116,
2020-02-11,522.0394897460938,539.75,544.7999877929688,537.5,537.7000122070312,11243552,0.010862305726135224,
2020-02-12,531.276123046875,549.2999877929688,550.7000122070312,542.7000122070312,545.7999877929688,14026335,0.01769336129202359,
2020-02-13,523.2484741210938,541.0,549.0,538.0,549.0,9227235,-0.01511012555908331,
2020-02-14,527.8909912109375,545.7999877929688,548.6500244140625,536.5499877929688,541.25,14458649,0.008872490450434256,
2020-02-17,523.8287353515625,541.5999755859375,545.3499755859375,537.75,543.0,7793293,-0.007695255132232015,
2020-02-18,523.44189453125,541.2000122070312,544.4000244140625,536.0,541.0,15918303,-0.0007384872081385163,
2020-02-19,526.9237670898438,544.7999877929688,546.5,540.5,543.5,8704234,0.006651879788322601,
2020-02-20,529.0515747070312,547.0,549.3499755859375,541.7999877929688,545.5,13588526,0.004038169750700815,
2020-02-24,512.4642944335938,529.8499755859375,541.8499755859375,527.5499877929688,539.5,16940750,-0.031352860602717025,
2020-02-25,513.5281982421875,530.9500122070312,538.7999877929688,525.2999877929688,532.4500122070312,14942960,0.002076054507894387,
2020-02-26,506.51611328125,523.7000122070312,529.3499755859375,522.2000122070312,526.8499755859375,15743918,-0.013654722340350478,
2020-02-27,498.4400939941406,515.3499755859375,523.2999877929688,512.6500244140625,522.7999877929688,26315054,-0.015944249502335306,
2020-02-28,480.93402099609375,497.25,506.8500061035156,492.2000122070313,501.6000061035156,32737933,-0.03512171915739315,
2020-03-02,489.4936218261719,506.1000061035156,520.5499877929688,498.4500122070313,508.25,28642076,0.0177978692635421,
2020-03-03,497.85980224609375,514.75,519.5,508.5,509.8500061035156,19661945,0.017091500372793167,
2020-03-04,491.6697998046875,508.3500061035156,517.5,497.0499877929688,517.5,21883404,-0.012433223998965293,
2020-03-05,487.9461364746094,504.5,511.1499938964844,500.0,509.75,16671516,-0.007573504273716503,
2020-03-06,470.3916931152344,486.3500061035156,496.7999877929688,477.2999877929688,485.0,31024353,-0.03597619090952364,
2020-03-09,442.7301330566406,457.75,475.0,442.9500122070313,475.0,42027175,-0.05880537531477481,
2020-03-11,450.370849609375,465.6499938964844,471.75,449.6000061035156,450.0,31018779,0.017258180508253007,
2020-03-12,411.6833801269531,425.6499938964844,445.9500122070313,416.0,438.0,50757033,-0.08590136221288991,508.21063537597655
2020-03-13,432.52630615234375,447.2000122070313,464.75,395.2000122070313,401.0,67104335,0.0506285340422612,506.4784014892578
2020-03-16,389.6798706054688,402.8999938964844,424.2000122070313,397.4500122070313,424.2000122070313,34833637,-0.09906087777186812,503.8147674560547
2020-03-17,355.1996459960937,367.25,408.4500122070313,364.0,407.0,47232699,-0.08848346350505898,500.4953802490234
2020-03-18,343.39996337890625,355.04998779296875,375.5,342.29998779296875,369.1000061035156,61202289,-0.033219860296024084,497.1943688964844
2020-03-19,327.4413452148437,338.54998779296875,369.6000061035156,323.0,336.1000061035156,57985870,-0.046472393319547,493.62834716796874
2020-03-20,334.3567810058594,345.70001220703125,359.79998779296875,323.0,328.0,88640642,0.021119616969806465,490.1416351318359
2020-03-23,274.6812744140625,284.0,313.70001220703125,280.0,311.1499938964844,56867949,-0.17847852946864895,485.06776916503907
2020-03-24,286.7711181640625,296.5,305.0,268.29998779296875,295.29998779296875,67895418,0.044014080595007776,480.35272888183596
2020-03-25,306.5017395019531,316.8999938964844,334.1499938964844,281.6000061035156,284.0,66544138,0.0688026795174077,476.0642199707031
2020-03-26,319.4136962890625,330.25,364.3999938964844,314.25,322.0,76173940,0.04212686299298185,472.05329345703126
2020-03-27,328.6986999511719,339.8500061035156,359.54998779296875,326.0,355.79998779296875,72889985,0.029068896449908843,468.2667547607422
2020-03-30,303.1165771484375,313.3999938964844,333.8999938964844,311.1000061035156,330.1000061035156,36559880,-0.07782848793297503,463.93858947753904
2020-03-31,313.1269836425781,323.75,334.8500061035156,316.0,324.70001220703125,46279768,0.033024939078929005,459.9092858886719
2020-04-01,300.9404296875,311.1499938964844,323.75,308.1000061035156,319.0,33141186,-0.03891888783685471,455.5820886230469
2020-04-03,277.2442626953125,286.6499938964844,309.5,281.5,309.5,57326314,-0.07874039063742244,450.8544763183594
2020-04-07,315.3998718261719,326.1000061035156,329.6000061035156,296.8500061035156,308.29998779296875,57661076,0.13762452200062958,447.04859375
2020-04-08,308.4844970703125,318.95001220703125,352.75,315.1000061035156,322.8500061035156,73931321,-0.02192573736894443,443.0105859375
2020-04-09,331.4552001953125,342.70001220703125,345.0,322.6499938964844,332.3999938964844,52431174,0.07446307138009689,439.31302978515623
2020-04-13,319.8005676269531,330.6499938964844,345.79998779296875,329.25,341.04998779296875,30994190,-0.035162014539194986,435.31661193847657
2020-04-15,316.60888671875,327.3500061035156,351.8999938964844,325.0,342.70001220703125,49132329,-0.009980222774107816,431.4314202880859
2020-04-16,330.77813720703125,342.0,347.79998779296875,319.3500061035156,325.29998779296875,56494027,0.0447531673388184,427.8605639648438
2020-04-17,363.227294921875,375.5499877929688,385.5,349.04998779296875,362.0,69006835,0.09809946324999741,424.83036376953123
2020-04-20,349.4448547363281,361.2999877929688,378.8999938964844,357.0,376.0,55810736,-0.0379443956394061,421.6512182617187
2020-04-21,320.961181640625,331.8500061035156,346.20001220703125,328.0,341.0,50118175,-0.081511210451776,418.0977716064453
2020-04-22,324.9266357421875,335.95001220703125,338.0,323.04998779296875,326.0,49115085,0.012354933644288968,414.3286419677734
2020-04-23,341.3688659667969,352.95001220703125,354.79998779296875,338.0,340.25,45953398,0.050602900519535865,410.7278039550781
2020-04-24,323.8627319335937,334.8500061035156,343.25,331.5,337.8999938964844,38513206,-0.05128216360218951,406.7284838867188
